index,id,category,item
TBL-02-11-001,Jli6Jl0,Symptoms,Fever
TBL-02-11-002,Jli6Jl4,Symptoms,Disturbance of consciousness
TBL-02-11-003,Jli6Jl8,Symptoms,Convulsions
TBL-02-11-004,Jli6JmE,Symptoms,Edema
TBL-02-11-005,Jli6JmI,Symptoms,Rash
TBL-02-11-006,Jli6JmQ,Symptoms,Cough/phlegm
TBL-02-11-007,Jli6JmY,Symptoms,Dyspnea
TBL-02-11-008,Jli6Jmc,Symptoms,Dysphagia
TBL-02-11-009,Jli6Jmk,Symptoms,abdominal pain
TBL-02-11-010,Jli6Jmo,Symptoms,nausea/vomiting
TBL-02-11-011,Jli6Jmw,Symptoms,lower blood pressure
TBL-02-11-012,Jli6Jm0,Symptoms,constipation
TBL-02-11-013,Jli6Jm8,Symptoms,diarrhea
TBL-02-11-014,Jli6JnA,Symptoms,jaundice
TBL-02-11-015,Jli6JnI,Symptoms,Abdominal distention/mass
TBL-02-11-016,Jli6JnQ,Symptoms,lymphadenopathy
TBL-02-11-017,Jli6JnU,Symptoms,Abnormal urine output/urination
TBL-02-11-018,Jli6Jnc,Symptoms,decreased ability to feed
TBL-02-11-019,Jli6Jng,Symptoms,poor weight gain
TBL-02-11-020,Jli6Jno,Symptoms,decreased activity
TBL-02-11-021,Jli6Jns,Testing Methods,Newborn mass screening
TBL-02-11-022,Jli6Jn0,Methods,Newborn hearing screening
TBL-02-11-023,Jli6Jn8,Examination Methods,Infant health screening
TBL-02-11-024,Jli6JoA,Specific Treatment,Pediatric Infusion Therapy
TBL-02-11-025,Jli6JoI,Specific Therapy,Immunization
